ID,YEAR,LOC,SN,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX,CO
1793,2020,Austria,0903XTR,21.906,1013.6,88.599,4.0161,24.98,1088.7,550.1,133.03,12.052,-,1.7348
1794,2021,Republic of Cyprus,0903XTR,10.882,998.19,100.02,4.5869,24.644,1085.0,549.9,134.54,11.846,75.306,1.6794
1795,2022,Latvia,0903XTR,23.399,1015.0,79.337,3.9216,25.446,1091.1,549.98,133.79,12.015,59.685,0.32774
1796,2022,Ireland,0903XTR,10.993,1019.6,89.868,3.9238,23.136,1079.8,549.91,129.71,11.588,-,1.7166
1797,2022,Spain,0903XTR,23.137,1012.0,82.988,3.1164,20.199,1060.0,550.02,111.8,10.58,-,2.1123
1798,2022,Ireland,0903XTR,28.954,1011.3,55.139,4.6247,30.353,1100.1,538.56,149.04,13.376,53.65,0.3192
1799,2022,Croatia,0903XTR,10.457,1013.1,76.745,5.2733,32.087,1100.3,530.9,160.13,13.976,69.296,0.57544
1800,2021,Slovenia,0903XTR,11.081,1009.6,100.15,2.6868,21.91,1070.4,549.66,123.54,11.183,-,3.8312
1801,2020,Malta,0903XTR,6.7439,1018.9,92.499,2.5256,19.153,1039.5,539.74,109.31,10.31,-,9.1284
1802,2022,Czech Republic,0903XTR,21.767,1013.0,67.439,4.5074,31.602,1100.0,533.97,155.98,13.694,60.22,0.9768
1803,2022,Czech Republic,0903XTR,11.716,1015.0,90.058,4.0696,24.031,1084.9,550.04,133.78,11.908,72.033,0.71822
1804,2018,Estonia,0903XTR,4.8765,1027.7,56.181,3.0583,22.733,1072.8,549.98,129.91,11.6,76.733,4.6844
1805,2021,Austria,0903XTR,27.152,1016.2,62.933,4.4038,25.954,1093.9,550.16,133.73,12.235,66.142,1.0229
1806,2019,Finland,0903XTR,28.127,1006.9,78.383,4.1813,25.579,1080.7,549.75,128.84,11.967,48.52,1.5894
1807,2018,Hungary,0903XTR,27.094,1009.5,75.433,4.2774,29.366,1099.9,546.85,145.73,13.087,55.321,1.4806
1808,2022,Ireland,0903XTR,31.332,1014.2,49.275,4.4837,29.665,1099.5,541.85,146.47,13.211,58.806,0.87442
1809,2018,Ireland,0903XTR,17.262,1007.4,64.275,3.3843,23.865,1075.9,550.47,129.47,11.679,-,2.722
1810,2019,Romania,0903XTR,26.749,1011.4,65.685,3.8048,24.774,1077.3,549.82,126.84,11.803,52.779,1.7883
1811,2022,Poland,0903XTR,25.429,1016.9,69.842,4.0851,25.819,1093.0,549.63,133.77,12.211,-,0.40115
1812,2019,Luxembourg,0903XTR,19.958,1020.6,88.631,4.0335,22.231,1064.4,550.03,119.19,11.146,-,3.0507
1813,2019,Lithuania,0903XTR,16.922,1012.8,83.687,3.7777,25.685,1080.2,550.09,134.09,11.93,57.981,0.95415
1814,2022,Croatia,0903XTR,3.3044,1020.5,85.111,4.0118,23.488,1083.9,550.25,133.2,11.681,-,0.65845
1815,2018,Greece,0903XTR,28.412,1016.8,33.552,4.4213,31.24,1099.9,540.6,152.07,13.515,51.446,1.5765
1816,2019,Romania,0903XTR,26.244,1012.6,59.566,5.2666,30.731,1100.1,544.05,148.43,13.298,59.524,0.76072
1817,2019,Germany,0903XTR,19.875,1006.3,77.703,3.7548,24.536,1075.5,550.27,127.87,11.705,-,1.9695
1818,2022,Hungary,0903XTR,26.904,1006.3,63.588,3.9681,25.721,1092.4,550.39,133.73,12.069,67.282,0.1205
1819,2020,Latvia,0903XTR,16.696,1010.0,92.014,3.8288,24.743,1088.0,550.07,134.57,12.02,-,1.5587
1820,2021,Germany,0903XTR,26.51,1011.0,52.213,4.1441,25.505,1090.7,549.95,133.8,12.111,-,1.7023
1821,2022,Greece,0903XTR,23.572,1012.8,92.019,3.3093,20.244,1060.8,550.02,111.78,10.799,-,3.5698
1822,2019,Slovenia,0903XTR,23.281,1009.6,95.351,3.9513,23.516,1070.4,550.4,122.92,11.499,-,2.2713
1823,2018,Republic of Cyprus,0903XTR,0.93867,1024.8,65.617,4.0298,33.488,1100.1,528.95,168.31,14.312,-,2.6109
1824,2019,Republic of Cyprus,0903XTR,24.541,1004.7,85.52,4.0354,24.889,1077.1,549.97,127.98,11.716,-,1.7873
1825,2021,Latvia,0903XTR,18.757,1011.3,99.627,5.232,25.174,1089.9,550.06,134.64,12.117,-,1.3746
1826,2022,Spain,0903XTR,22.265,1008.0,95.562,3.3458,21.524,1066.7,550.01,117.05,10.908,57.923,2.1283
1827,2022,Croatia,0903XTR,11.464,1007.8,96.14,4.167,24.033,1084.5,550.05,133.37,11.671,74.135,1.5121
1828,2019,Italy,0903XTR,11.876,1010.9,89.157,2.3157,18.675,1044.4,549.93,108.03,10.269,69.058,3.823
1829,2022,Austria,0903XTR,19.437,1008.3,88.479,3.6573,24.779,1088.1,549.95,133.73,12.061,61.372,0.71221
1830,2018,Czech Republic,0903XTR,15.783,1007.5,81.871,3.6962,23.783,1075.0,549.95,129.12,11.603,-,2.5713
1831,2019,Luxembourg,0903XTR,13.519,1018.9,99.005,4.1692,25.59,1080.0,549.84,135.41,11.909,-,1.5227
1832,2018,Bulgaria,0903XTR,5.7256,1012.1,82.241,2.7917,20.253,1047.1,544.92,115.27,10.744,80.305,7.3899
1833,2022,Finland,0903XTR,15.089,1017.0,72.427,4.4886,32.012,1100.0,530.84,158.29,13.892,-,1.2069
1834,2018,Romania,0903XTR,16.381,1020.4,67.661,3.3654,23.967,1077.7,550.26,130.48,11.81,-,2.6362
1835,2021,Portugal,0903XTR,20.028,1011.8,91.577,3.5912,19.58,1055.7,550.04,108.82,10.356,58.452,5.1269
1836,2021,Estonia,0903XTR,24.834,1016.1,57.309,4.4142,26.039,1094.3,550.37,134.71,12.264,-,0.22042
1837,2022,Czech Republic,0903XTR,19.174,1013.5,91.458,3.6547,24.611,1087.5,549.84,132.79,11.953,60.729,1.0198
1838,2020,Republic of Cyprus,0903XTR,29.679,1013.2,57.647,4.7218,24.679,1085.7,549.92,126.96,11.903,61.041,2.2385
1839,2021,Lithuania,0903XTR,5.8821,1017.3,85.731,3.936,20.221,1032.2,531.43,111.71,10.573,-,10.246
1840,2022,Republic of Cyprus,0903XTR,14.625,1017.0,75.436,3.4703,20.669,1066.0,549.76,118.85,10.938,75.463,3.044
1841,2018,Ireland,0903XTR,16.891,1007.4,81.277,3.2707,23.831,1074.9,549.65,128.85,11.735,56.766,2.7853
1842,2021,Belgium,0903XTR,19.069,1014.3,96.528,4.9021,25.24,1089.6,550.39,134.04,12.078,63.993,2.9335
1843,2021,Greece,0903XTR,11.525,1008.2,85.196,4.3187,24.386,1086.4,549.77,134.74,11.883,-,1.6908
1844,2020,Slovakia,0903XTR,19.429,1009.7,97.061,2.982,19.795,1056.4,550.01,109.62,10.466,55.56,4.5013
1845,2018,Sweden,0903XTR,15.942,1005.7,63.397,3.4773,25.547,1085.1,549.99,136.93,12.151,63.458,2.0209
1846,2022,Denmark,0903XTR,11.052,1005.4,90.94,3.9778,20.573,1065.3,550.09,119.7,10.909,87.074,2.1788
1847,2018,Spain,0903XTR,18.09,1009.0,85.715,3.2077,23.086,1071.2,550.06,125.57,11.432,46.97,2.317
1848,2022,Republic of Cyprus,0903XTR,8.2809,1011.5,89.787,4.9731,32.696,1100.3,528.31,163.36,14.082,-,0.79505
1849,2022,Austria,0903XTR,28.597,1003.2,58.329,4.4925,30.992,1099.6,537.56,149.03,13.293,56.741,0.45259
1850,2018,Romania,0903XTR,9.3674,1010.9,77.037,4.1691,33.596,1099.9,537.51,158.56,13.722,59.514,2.2778
1851,2022,Latvia,0903XTR,25.812,1011.2,67.836,4.0035,26.206,1094.9,549.97,134.91,12.291,-,0.26995
1852,2020,Spain,0903XTR,32.078,1010.8,36.397,4.8562,26.498,1095.1,549.89,133.1,12.287,74.582,1.3877
1853,2021,Romania,0903XTR,15.891,1015.3,87.837,4.3308,24.703,1088.6,550.11,134.19,11.97,68.691,1.9572
1854,2018,Republic of Cyprus,0903XTR,24.56,1011.6,57.983,3.9455,24.895,1081.0,550.34,130.64,12.033,48.224,1.8278
1855,2019,Germany,0903XTR,18.472,1013.6,71.226,4.0469,28.396,1094.6,549.84,143.64,12.662,78.467,1.1597
1856,2020,Estonia,0903XTR,26.105,1010.5,72.84,4.4164,25.889,1093.1,550.14,134.15,12.133,66.685,1.8001
1857,2021,Belgium,0903XTR,20.962,1016.9,94.429,3.686,19.736,1056.8,549.88,109.44,10.489,53.745,4.8761
1858,2021,Latvia,0903XTR,13.798,1019.9,88.1,3.5722,18.986,1054.7,549.66,109.96,10.492,-,5.9847
1859,2021,Sweden,0903XTR,16.534,1013.5,95.444,4.4514,24.735,1087.9,549.72,133.76,11.883,66.731,1.9275
1860,2021,Slovakia,0903XTR,25.413,1006.7,73.248,3.3292,20.322,1059.6,550.07,110.96,10.716,51.105,4.4304
1861,2018,Croatia,0903XTR,11.367,1028.4,80.346,4.6173,32.518,1100.0,533.45,159.51,13.995,48.3,2.1091
1862,2019,Malta,0903XTR,29.761,1011.8,51.19,4.9218,32.143,1100.0,539.62,151.99,13.575,59.923,1.8599
1863,2020,Romania,0903XTR,12.623,1014.4,82.529,3.2156,23.619,1083.3,550.04,131.59,11.8,73.468,2.2689
1864,2021,Bulgaria,0903XTR,29.655,1015.5,53.426,4.4209,26.35,1094.4,550.01,133.73,12.194,65.131,0.8804
1865,2021,Ireland,0903XTR,11.145,999.83,100.17,5.3024,24.506,1085.0,549.8,134.48,11.787,-,1.6401
1866,2019,Croatia,0903XTR,13.341,1017.8,85.304,3.0935,22.585,1062.8,550.13,122.6,11.208,57.581,0.76935
1867,2018,Greece,0903XTR,20.586,1012.4,73.807,4.139,29.967,1100.1,543.99,149.63,13.289,-,1.3698
1868,2018,Republic of Cyprus,0903XTR,1.3434,1010.0,76.651,3.0042,22.966,1071.9,549.88,128.91,11.485,82.797,3.0354
1869,2021,Germany,0903XTR,8.0673,1017.6,91.694,6.0793,33.332,1100.0,527.84,163.16,14.091,-,0.90849
1870,2018,Slovakia,0903XTR,6.5672,1025.4,74.252,3.29,23.028,1074.0,549.81,130.67,11.625,-,3.4313
1871,2020,Estonia,0903XTR,15.978,997.07,81.402,4.2008,31.809,1099.9,534.94,154.62,13.571,77.1,1.2323
1872,2019,Croatia,0903XTR,12.576,1016.0,83.036,2.7054,25.157,1065.1,550.0,122.96,11.254,-,1.5817
1873,2019,Estonia,0903XTR,20.076,1014.1,96.248,4.68,25.238,1080.8,550.08,130.96,11.929,-,1.8141
1874,2019,Spain,0903XTR,29.636,1005.4,56.397,4.0701,25.702,1080.9,550.26,128.77,11.904,46.375,0.87584
1875,2019,Finland,0903XTR,21.285,1005.6,79.484,3.7712,25.412,1081.8,550.07,133.64,12.005,60.675,1.4909
1876,2020,Croatia,0903XTR,17.267,1011.7,82.418,4.1521,31.626,1100.0,535.78,151.97,13.529,79.243,1.2021
1877,2018,Spain,0903XTR,23.561,1012.3,80.494,4.3999,30.4,1100.0,543.23,149.26,13.384,-,1.913
1878,2021,Bulgaria,0903XTR,17.285,1010.3,94.315,4.3902,25.287,1089.6,550.25,135.14,12.167,66.415,2.5518
1879,2022,Malta,0903XTR,25.522,1015.4,77.181,3.2695,20.363,1061.8,550.04,111.86,10.806,-,1.7267
1880,2019,Greece,0903XTR,23.471,1011.1,83.565,3.8286,25.011,1078.9,549.92,128.63,11.841,46.514,1.9152
1881,2018,Latvia,0903XTR,14.639,1006.2,69.906,4.4776,37.529,1099.8,533.4,158.07,13.913,-,1.8122
1882,2020,Malta,0903XTR,14.659,1018.1,91.155,3.1552,24.955,1087.2,550.28,134.2,11.934,-,0.55548
1883,2022,Ireland,0903XTR,16.89,1004.4,97.196,3.7309,24.826,1086.8,549.68,133.79,11.96,-,0.97085
1884,2020,Greece,0903XTR,8.1606,1028.7,56.702,4.1966,32.966,1100.1,526.65,163.77,14.171,66.342,1.1327
1885,2020,Lithuania,0903XTR,20.987,1008.7,95.082,3.455,19.842,1057.5,550.04,110.2,10.512,-,4.7699
1886,2019,Lithuania,0903XTR,13.987,1024.7,93.991,3.8407,21.331,1061.2,549.93,118.37,11.048,-,3.6634
1887,2021,Hungary,0903XTR,7.4535,1016.4,84.914,4.4563,23.968,1083.2,549.83,133.66,11.67,-,1.2333
1888,2018,Romania,0903XTR,6.2207,1011.6,77.563,2.6607,19.74,1039.6,545.73,109.06,10.413,81.079,7.9568
1889,2022,Republic of Cyprus,0903XTR,22.795,1016.2,77.475,3.9165,25.37,1090.8,549.94,133.38,12.058,-,0.60711
1890,2021,Italy,0903XTR,21.735,1005.7,63.39,3.0245,24.849,1087.4,550.18,132.95,11.983,74.694,1.2709
1891,2022,Belgium,0903XTR,12.814,1022.7,90.114,3.6404,22.391,1077.6,549.75,126.99,11.407,74.483,2.0769
1892,2021,Slovenia,0903XTR,20.865,1016.2,84.957,3.4332,19.732,1057.1,550.19,109.76,10.401,-,4.8622
1893,2020,Belgium,0903XTR,11.122,1019.3,93.33,3.0978,24.277,1086.2,549.91,134.33,11.838,73.354,0.40087
1894,2021,Poland,0903XTR,18.652,1013.3,95.823,3.7182,19.438,1055.7,549.93,109.27,10.457,57.576,4.6184
1895,2022,Sweden,0903XTR,18.738,998.11,68.901,4.4052,25.194,1088.2,550.39,134.73,11.879,77.555,1.4217
1896,2021,Croatia,0903XTR,25.398,1011.2,74.882,4.2003,26.03,1092.7,550.37,134.57,12.132,63.884,1.7861
1897,2020,Portugal,0903XTR,24.115,1010.4,79.756,4.1546,25.516,1091.2,549.97,134.04,12.079,-,1.4903
1898,2022,Portugal,0903XTR,14.09,1012.3,84.264,4.392,23.821,1084.2,550.25,132.17,11.74,-,0.60687
1899,2020,Slovakia,0903XTR,21.617,1006.4,61.43,3.9201,25.229,1088.3,550.13,132.88,11.978,73.044,1.8899
1900,2018,Malta,0903XTR,23.751,1015.3,56.456,3.8293,27.012,1093.3,550.28,139.92,12.48,-,1.9933
1901,2021,Slovakia,0903XTR,16.983,999.15,87.012,6.2428,31.291,1100.2,536.73,154.46,13.441,69.654,0.67987
1902,2018,Poland,0903XTR,5.4147,1031.1,75.146,4.4913,33.439,1100.0,529.4,165.53,14.28,-,2.2022
1903,2018,Austria,0903XTR,27.832,1014.2,53.666,4.0206,25.039,1081.9,549.92,129.93,12.015,-,1.7704
1904,2021,Hungary,0903XTR,9.9506,1002.4,93.949,6.1827,32.391,1100.0,531.79,160.16,13.791,-,0.58778
1905,2021,Slovakia,0903XTR,26.479,1010.8,78.548,4.0724,25.654,1090.0,549.8,132.8,12.153,59.021,1.6305
1906,2022,France,0903XTR,27.196,1013.5,66.008,3.8857,25.751,1092.8,550.16,133.41,12.085,63.653,0.65918
1907,2018,Belgium,0903XTR,25.921,1007.4,61.803,4.3772,31.337,1099.9,541.22,150.53,13.415,51.352,1.0969
1908,2018,Lithuania,0903XTR,9.4599,1021.6,84.396,3.3433,24.052,1079.8,549.98,133.95,11.825,60.807,2.0017
1909,2021,Luxembourg,0903XTR,7.3476,1020.6,73.617,4.0388,23.727,1085.2,550.04,134.68,11.86,-,1.5148
1910,2019,Republic of Cyprus,0903XTR,25.262,1013.3,81.205,4.0495,23.891,1073.0,549.94,123.64,11.496,48.394,1.5405
1911,2021,Portugal,0903XTR,13.812,1014.1,94.057,5.9341,29.287,1094.0,539.32,146.84,13.032,-,0.90662
1912,2019,Slovenia,0903XTR,16.986,1013.0,98.497,3.6899,23.559,1070.2,549.93,125.7,11.424,59.664,3.2986
1913,2022,Croatia,0903XTR,28.877,1010.8,59.119,4.0477,25.981,1093.6,550.12,133.55,12.097,-,0.32024
1914,2021,Slovakia,0903XTR,26.839,1011.8,62.147,4.2062,26.102,1093.3,550.19,134.78,12.24,72.492,1.9506
1915,2021,France,0903XTR,25.787,1006.3,61.55,3.7814,21.625,1066.9,550.01,115.5,11.084,56.552,3.88
1916,2022,Italy,0903XTR,11.065,1018.9,86.541,3.8099,23.753,1085.5,550.01,133.99,11.861,-,1.6528
1917,2020,Republic of Cyprus,0903XTR,14.58,1001.9,79.557,2.4492,18.918,1051.0,549.76,107.65,10.26,74.165,5.3976
1918,2022,Slovakia,0903XTR,9.2391,1027.1,82.041,3.7642,23.355,1084.7,549.96,133.71,11.755,-,1.6985
1919,2021,France,0903XTR,21.123,1014.9,95.453,4.5447,25.267,1090.0,550.07,133.51,12.057,-,1.6651
1920,2018,Estonia,0903XTR,28.128,1010.3,51.683,3.9154,25.388,1083.2,550.05,130.83,12.069,-,1.735
1921,2020,Belgium,0903XTR,12.278,1012.1,78.496,4.2649,32.322,1099.9,531.2,158.53,13.833,67.903,0.85198
1922,2021,Slovakia,0903XTR,25.698,1012.4,52.894,4.46,25.859,1092.0,550.13,133.77,12.183,-,0.91512
1923,2021,Spain,0903XTR,23.277,1011.1,84.31,4.4721,25.679,1091.3,549.74,134.22,12.157,62.359,1.5443
1924,2020,France,0903XTR,28.958,1011.2,48.217,3.905,26.129,1093.0,550.28,132.36,12.266,68.359,1.0993
1925,2022,Austria,0903XTR,12.49,1005.2,95.145,4.192,24.068,1084.6,550.08,133.33,11.872,72.295,1.4967
1926,2020,Republic of Cyprus,0903XTR,26.939,1013.6,53.431,4.1417,20.409,1060.2,550.11,109.19,10.548,-,3.0932
1927,2018,Poland,0903XTR,25.839,1007.3,44.567,3.9204,27.782,1095.2,550.38,140.75,12.64,-,1.3767
1928,2019,Finland,0903XTR,12.754,1010.9,94.265,3.0194,21.607,1056.5,550.33,118.47,10.955,55.209,1.1057
1929,2022,France,0903XTR,18.771,1006.9,87.815,3.3398,22.092,1070.9,549.61,121.33,11.139,-,1.4507
1930,2018,Poland,0903XTR,5.5466,1025.1,72.847,3.183,22.88,1072.8,550.15,130.29,11.626,-,4.525
1931,2022,Bulgaria,0903XTR,24.56,1007.5,80.387,3.8911,25.956,1092.7,550.01,134.75,12.121,64.618,0.241
1932,2019,Poland,0903XTR,18.203,1015.7,91.427,3.7654,25.42,1081.7,549.96,133.52,12.083,-,1.6602
1933,2019,Czech Republic,0903XTR,17.577,1017.4,68.268,4.0607,22.773,1067.6,549.85,122.31,11.398,62.746,2.441
1934,2020,Germany,0903XTR,13.077,1002.0,94.635,2.5111,19.311,1052.9,549.53,110.01,10.324,-,5.5325
1935,2021,Czech Republic,0903XTR,20.078,1010.8,78.792,3.9829,25.236,1088.2,549.9,133.15,11.926,-,1.9858
1936,2022,Ireland,0903XTR,11.583,1023.5,90.405,3.6319,22.324,1077.8,550.25,127.5,11.423,-,2.0854
1937,2019,Bulgaria,0903XTR,20.189,1006.9,89.007,3.8357,25.93,1083.7,550.15,135.51,12.04,-,1.6193
1938,2021,Denmark,0903XTR,31.148,1011.7,70.021,4.4908,26.626,1094.4,549.72,134.21,12.304,-,2.822
1939,2022,Portugal,0903XTR,8.247,1022.0,72.228,3.5196,21.381,1071.3,549.9,124.66,11.254,-,2.0366
1940,2022,Republic of Cyprus,0903XTR,23.875,1015.4,80.263,3.1725,19.955,1058.9,550.04,110.3,10.617,51.68,1.9857
1941,2018,Spain,0903XTR,25.289,1008.8,62.053,3.901,28.395,1098.6,549.41,143.01,12.882,57.38,1.5111
1942,2021,Greece,0903XTR,25.495,1011.5,64.115,3.4603,20.492,1060.1,550.11,110.78,10.684,-,3.3451
1943,2021,Denmark,0903XTR,32.347,1011.8,49.435,4.4753,26.651,1095.4,549.95,133.78,12.332,61.772,0.2121
1944,2018,Germany,0903XTR,20.946,1018.6,59.614,4.2471,30.92,1099.9,540.19,151.53,13.474,-,1.6098
1945,2019,Austria,0903XTR,23.051,1020.4,65.349,4.2854,23.55,1071.9,549.95,123.38,11.553,55.537,2.2796
1946,2018,France,0903XTR,20.699,1002.1,61.137,2.9799,19.805,1050.3,550.19,110.07,10.569,-,4.7134
1947,2020,Greece,0903XTR,8.7578,998.14,81.938,3.0662,23.771,1082.4,549.96,133.18,11.728,-,2.625
1948,2021,Netherlands,0903XTR,7.105,1011.5,95.176,5.7622,30.293,1099.9,537.77,157.04,13.377,69.25,0.4126
1949,2019,Germany,0903XTR,15.104,1013.9,88.965,5.5023,31.969,1100.1,538.63,155.34,13.695,60.349,1.1293
1950,2020,Finland,0903XTR,24.721,1003.5,65.725,4.7476,30.854,1099.5,537.35,150.27,13.347,62.647,1.4538
1951,2019,France,0903XTR,18.584,1011.0,82.822,3.8013,25.979,1090.2,550.08,134.75,12.012,61.584,1.333
1952,2019,Spain,0903XTR,2.1564,1016.6,78.957,2.7442,22.544,1062.4,550.48,121.59,11.068,81.576,4.5207
1953,2019,Germany,0903XTR,13.464,1014.3,73.358,3.5933,25.05,1085.9,549.95,133.05,11.809,60.623,1.4696
1954,2022,Poland,0903XTR,27.857,1013.3,49.684,3.8201,25.967,1093.6,549.69,133.8,12.333,65.577,0.78546
1955,2022,Austria,0903XTR,16.763,1018.5,70.309,4.5012,24.316,1086.1,550.09,132.77,11.941,71.844,1.3359
1956,2018,Denmark,0903XTR,19.66,1013.5,73.185,3.3104,24.259,1077.7,549.89,130.43,11.806,54.349,1.9803
1957,2020,Poland,0903XTR,21.965,1009.8,94.834,4.1329,19.9,1058.1,550.06,110.17,10.634,-,5.0654
1958,2019,Croatia,0903XTR,13.939,1009.3,85.639,3.673,25.215,1086.6,550.01,133.82,11.966,-,1.1631
1959,2022,Portugal,0903XTR,6.9665,1018.6,88.934,5.2433,33.085,1099.9,527.0,163.58,14.135,65.761,0.47737
1960,2019,Poland,0903XTR,14.867,1015.4,88.535,3.6659,25.601,1079.8,549.96,134.05,12.052,60.168,1.4298
1961,2022,Greece,0903XTR,22.564,1008.8,80.072,3.9322,25.354,1090.1,549.94,134.09,12.187,61.839,0.35557
1962,2021,Greece,0903XTR,7.0193,1019.9,89.311,5.705,31.365,1100.0,533.91,159.52,13.644,-,0.42963
1963,2022,Slovakia,0903XTR,10.905,1008.7,66.527,5.2179,32.248,1099.9,530.99,160.48,13.789,-,0.022105
1964,2020,Austria,0903XTR,17.315,1004.7,81.789,2.6164,19.443,1053.7,550.05,108.55,10.412,62.215,5.7175
1965,2018,Denmark,0903XTR,22.59,1017.1,68.346,3.8275,25.213,1083.1,550.02,132.76,12.153,55.774,2.5735
1966,2022,Lithuania,0903XTR,6.4694,1022.1,100.17,4.3964,23.745,1084.8,550.02,134.22,11.918,79.923,1.5916
1967,2021,Greece,0903XTR,4.3253,1008.0,84.416,4.124,23.548,1082.8,550.06,134.97,11.749,84.729,1.6917
1968,2021,Portugal,0903XTR,11.786,1004.4,77.992,4.6471,24.39,1084.6,549.73,133.74,11.809,-,1.2506
1969,2018,Czech Republic,0903XTR,29.641,1008.8,48.025,4.3676,30.067,1100.1,545.1,148.31,13.181,-,1.374
1970,2019,Italy,0903XTR,20.052,1012.2,96.725,5.2802,30.432,1099.6,543.44,149.31,13.304,-,1.2659
1971,2018,Italy,0903XTR,25.3,1006.9,64.473,4.6826,30.447,1099.5,543.37,149.1,13.273,-,1.7816
1972,2020,Republic of Cyprus,0903XTR,16.796,1020.0,88.14,4.098,31.708,1100.0,534.88,152.84,13.595,-,1.7615
1973,2021,France,0903XTR,19.278,1011.5,89.09,3.5816,19.766,1056.6,550.19,110.13,10.474,-,5.0065
1974,2018,Belgium,0903XTR,28.737,1014.8,31.625,3.9154,25.528,1084.6,549.53,131.3,12.124,-,2.3647
1975,2021,Germany,0903XTR,22.377,1008.1,87.725,3.4379,20.179,1059.8,550.25,111.8,10.609,50.749,3.8335
1976,2020,Belgium,0903XTR,25.557,1011.8,62.989,4.0125,25.551,1091.5,550.29,134.24,12.062,-,0.89415
1977,2020,Hungary,0903XTR,26.551,1006.5,69.665,4.3697,23.221,1076.3,550.05,121.72,11.438,56.507,2.1278
1978,2022,Denmark,0903XTR,31.061,1003.9,51.08,4.416,29.501,1100.0,542.97,143.59,13.004,60.643,0.062556
1979,2021,France,0903XTR,21.032,1007.1,93.302,4.5873,25.177,1089.2,549.96,133.6,12.043,60.013,0.61746
1980,2021,Estonia,0903XTR,20.551,1013.0,61.607,4.2283,25.547,1091.2,549.68,134.86,12.252,72.028,1.0805
1981,2021,Bulgaria,0903XTR,22.868,1019.0,87.912,4.5374,25.958,1093.6,550.38,135.04,12.316,-,1.8682
1982,2020,Hungary,0903XTR,21.783,1008.0,77.439,4.1554,25.325,1090.6,550.03,134.26,12.163,67.153,1.9819
1983,2019,Czech Republic,0903XTR,26.952,1012.2,55.626,5.0239,32.076,1100.1,539.55,152.03,13.513,-,0.43191
1984,2018,France,0903XTR,9.2892,1009.8,68.608,4.1305,31.668,1100.0,538.0,158.31,13.712,62.684,2.0931
1985,2020,Netherlands,0903XTR,7.4879,1009.7,100.07,2.9884,23.443,1082.7,550.01,133.39,11.746,80.383,2.8486
1986,2020,Bulgaria,0903XTR,10.342,1006.2,88.986,4.2979,32.921,1099.9,529.46,161.27,13.977,71.593,1.3698
1987,2021,Greece,0903XTR,23.141,1010.6,95.163,3.6255,20.118,1058.7,550.03,110.78,10.587,-,6.5225
1988,2018,Ireland,0903XTR,5.3113,1025.6,81.821,3.3186,22.887,1074.3,549.77,130.99,11.657,-,3.9025
1989,2020,Slovenia,0903XTR,24.086,1013.3,64.004,5.4432,25.502,1091.6,550.09,133.73,12.193,-,1.3944
1990,2018,Finland,0903XTR,26.647,1011.7,69.144,4.4195,29.911,1100.1,545.1,147.39,13.184,-,1.5483
1991,2019,Portugal,0903XTR,11.334,1016.5,100.07,6.6262,34.48,1100.1,530.87,162.52,14.164,81.585,1.0708
1992,2020,Denmark,0903XTR,8.8112,1019.0,98.841,2.8362,20.654,1049.5,540.12,115.72,10.832,-,11.851
1993,2018,Luxembourg,0903XTR,23.631,1020.8,63.334,3.8951,24.678,1080.8,549.85,129.88,11.924,-,1.4849
1994,2019,France,0903XTR,23.233,1008.9,77.008,4.6211,31.692,1099.9,541.05,152.86,13.436,59.347,1.4071
1995,2022,Portugal,0903XTR,20.242,1009.6,84.942,3.1838,20.095,1060.2,550.13,112.77,10.675,-,2.7984
1996,2022,Portugal,0903XTR,12.815,1016.9,86.276,4.7544,25.795,1087.8,545.19,138.34,12.265,-,1.2588
1997,2022,Spain,0903XTR,10.837,1016.8,66.354,4.0634,22.608,1077.5,549.96,123.95,11.568,-,1.4234
1998,2020,Austria,0903XTR,11.109,1024.0,85.736,4.0073,32.712,1100.0,528.86,161.31,14.025,66.818,0.7139
1999,2022,Bulgaria,0903XTR,7.1875,1016.1,92.407,3.7739,23.848,1085.2,549.88,133.68,11.819,-,0.32057
2000,2021,Lithuania,0903XTR,25.868,1016.4,74.13,3.7403,21.782,1068.1,549.9,115.89,11.12,-,4.0916
2001,2020,Lithuania,0903XTR,23.341,1010.4,81.577,4.1486,25.584,1091.6,549.81,134.66,12.12,-,1.8822
2002,2018,Slovenia,0903XTR,25.404,1018.2,69.003,3.8692,25.071,1081.7,549.9,130.54,11.918,52.749,2.2525
2003,2019,Portugal,0903XTR,14.453,999.6,91.369,3.5242,25.589,1078.0,549.85,134.34,11.932,60.004,0.39092
2004,2018,Croatia,0903XTR,9.3098,1013.5,65.704,2.5922,19.469,1038.5,545.92,107.34,10.232,80.798,7.7271
2005,2021,Estonia,0903XTR,26.345,1013.0,68.067,4.2583,26.214,1094.3,550.0,134.62,12.18,75.258,1.5771
2006,2022,Estonia,0903XTR,21.7,1012.2,81.883,4.9099,29.488,1099.9,538.78,148.3,13.388,-,1.302
2007,2019,Italy,0903XTR,16.359,1019.8,95.522,3.8474,21.519,1061.1,549.89,117.69,11.093,59.555,3.4481
2008,2020,Croatia,0903XTR,14.69,1005.2,97.013,3.3603,25.174,1086.5,550.02,134.2,11.966,-,1.5393
2009,2022,Slovakia,0903XTR,7.7326,1018.6,68.226,5.1323,33.135,1100.1,526.34,164.35,14.183,-,0.61821
