ID,YEAR,LOC,SN,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,NOX
27187,2020,Croatia,0903XTR,21.055,1004.6,86.223,3.1379,19.762,1056.6,549.88,109.87,10.567,52.352
27188,2022,Slovakia,0903XTR,7.8002,1018.5,66.504,5.0613,32.82,1100.0,526.95,164.45,14.219,66.693
27189,2022,Portugal,0903XTR,8.1367,1009.0,80.327,5.3075,32.741,1100.3,528.54,163.61,14.127,71.476
27190,2022,Malta,0903XTR,19.69,1006.7,83.04,3.6799,25.219,1089.7,550.35,134.7,11.893,-
27191,2021,Italy,0903XTR,16.668,1005.4,93.838,4.3541,19.214,1052.7,549.84,108.69,10.178,-
27192,2018,Malta,0903XTR,29.508,1015.5,54.565,4.3596,29.814,1100.0,545.14,147.83,13.242,-
27193,2022,Latvia,0903XTR,18.025,1014.2,89.74,4.6248,32.299,1099.8,531.22,156.56,13.801,-
27194,2018,Ireland,0903XTR,21.057,1013.8,66.224,3.5355,25.587,1085.8,550.28,135.84,12.239,55.471
27195,2018,Slovenia,0903XTR,6.321,1022.1,71.854,4.4902,32.996,1100.0,532.0,163.63,14.135,-
27196,2020,Italy,0903XTR,10.992,1023.9,84.068,4.0047,32.721,1099.8,528.87,161.14,13.984,67.397
27197,2019,Finland,0903XTR,21.373,1018.9,80.66,4.1437,22.703,1067.3,550.09,120.75,11.259,-
27198,2019,Denmark,0903XTR,11.53,1010.7,93.195,3.7899,27.614,1084.6,547.65,141.91,12.477,-
27199,2020,Romania,0903XTR,23.874,1011.4,70.995,3.4361,21.969,1069.5,550.1,118.42,11.033,59.944
27200,2018,Latvia,0903XTR,18.513,1019.2,74.764,3.2501,23.567,1075.1,550.28,128.05,11.616,-
27201,2021,Spain,0903XTR,15.426,1011.6,100.12,2.9262,24.734,1087.0,549.95,134.04,11.941,68.163
27202,2020,Denmark,0903XTR,12.331,1024.5,94.409,3.1382,24.951,1088.7,549.99,135.24,12.055,63.592
27203,2022,France,0903XTR,11.039,1013.2,90.021,4.2987,28.715,1092.8,538.75,148.89,12.953,-
27204,2019,Finland,0903XTR,14.665,1011.2,92.138,3.7289,24.858,1080.2,549.83,134.56,12.002,-
27205,2021,Croatia,0903XTR,22.625,1014.6,62.07,4.2796,20.785,1061.3,549.18,113.52,10.724,70.435
27206,2018,Hungary,0903XTR,17.929,1010.7,81.392,2.7452,19.004,1045.2,550.07,106.92,10.295,-
27207,2020,Sweden,0903XTR,13.766,1013.3,76.957,4.2008,31.289,1100.0,534.26,155.85,13.615,69.241
27208,2020,Austria,0903XTR,11.436,1002.9,97.56,3.1843,24.659,1086.0,549.99,135.59,11.829,73.473
27209,2021,Sweden,0903XTR,17.115,1002.1,72.096,4.1532,19.952,1056.8,550.01,111.4,10.489,76.052
27210,2021,Hungary,0903XTR,29.081,1013.3,73.799,4.3726,26.429,1094.9,550.44,133.96,12.303,63.808
27211,2019,Finland,0903XTR,20.44,1005.4,96.151,5.1438,30.461,1100.0,544.57,149.0,13.193,57.268
27212,2021,Ireland,0903XTR,16.498,998.39,100.06,2.4661,19.523,1054.3,550.11,109.92,10.428,-
27213,2019,Austria,0903XTR,16.879,1010.5,75.535,3.6974,25.318,1082.0,549.97,134.99,11.906,-
27214,2021,Romania,0903XTR,24.886,1010.4,81.743,4.383,25.946,1091.8,549.78,134.01,12.177,62.693
27215,2022,Germany,0903XTR,11.669,1014.0,83.463,4.062,24.648,1088.3,550.23,136.12,11.987,77.086
27216,2021,Netherlands,0903XTR,16.768,1018.1,92.545,2.8288,24.501,1087.1,550.08,133.45,11.965,57.236
27217,2022,Latvia,0903XTR,13.889,1020.1,89.443,4.8063,31.084,1100.2,531.61,157.75,13.855,-
27218,2022,Poland,0903XTR,8.8042,1028.7,86.725,5.0855,32.775,1100.1,525.96,164.1,14.205,-
27219,2022,Greece,0903XTR,24.221,1011.2,74.851,3.8531,25.721,1092.6,549.91,134.81,12.14,61.695
27220,2019,Sweden,0903XTR,17.603,1010.5,71.735,3.7361,25.377,1082.0,549.97,134.62,11.997,-
27221,2018,Estonia,0903XTR,2.9713,1027.1,92.395,4.2318,25.677,1089.7,549.55,143.85,12.431,65.895
27222,2019,Netherlands,0903XTR,23.642,1016.1,66.376,5.2598,31.516,1099.9,540.28,151.79,13.525,52.193
27223,2020,Poland,0903XTR,14.793,1004.9,76.762,2.9805,24.103,1082.9,550.13,132.08,11.758,-
27224,2022,Portugal,0903XTR,15.892,1014.0,75.24,4.3967,31.557,1099.8,533.12,157.3,13.626,64.354
27225,2018,Malta,0903XTR,20.361,1014.2,79.783,4.2667,30.478,1100.0,542.68,151.35,13.379,-
27226,2020,Germany,0903XTR,23.87,1008.9,93.083,4.1978,25.599,1091.3,550.27,134.33,12.201,59.672
27227,2020,Sweden,0903XTR,15.662,1016.0,57.622,3.382,24.674,1088.7,549.96,134.79,12.066,72.944
27228,2020,Denmark,0903XTR,27.723,1011.7,62.852,5.0461,26.403,1095.0,550.31,134.9,12.268,63.971
27229,2018,Hungary,0903XTR,20.146,1015.1,83.56,3.2834,22.592,1062.8,547.53,120.25,11.262,-
27230,2020,Slovenia,0903XTR,8.7973,1028.7,65.642,4.3086,33.384,1099.7,526.58,162.03,14.139,-
27231,2021,Germany,0903XTR,11.201,1008.4,93.703,2.9276,24.254,1085.5,549.8,134.53,11.78,74.569
27232,2022,Slovakia,0903XTR,25.866,1012.8,56.49,4.503,28.986,1100.3,542.84,146.72,12.996,-
27233,2020,Denmark,0903XTR,27.356,1014.5,53.072,3.4441,19.922,1058.2,549.93,108.89,10.544,-
27234,2022,Belgium,0903XTR,5.5787,1016.2,82.581,4.1763,23.647,1085.3,550.02,133.69,11.844,-
27235,2022,Austria,0903XTR,14.928,1016.9,90.117,4.2708,24.772,1088.0,549.98,134.73,12.023,71.371
27236,2020,Estonia,0903XTR,8.5868,1016.2,93.036,3.0233,24.02,1084.6,550.1,134.16,11.859,77.706
27237,2022,Finland,0903XTR,18.69,1013.9,93.365,3.7503,24.612,1088.0,550.14,133.71,11.937,-
27238,2019,Sweden,0903XTR,14.793,1005.1,92.707,3.7887,25.534,1079.0,549.92,134.49,12.036,-
27239,2021,Poland,0903XTR,22.386,1014.9,74.031,5.1501,25.213,1089.4,550.17,132.88,12.132,-
27240,2021,Austria,0903XTR,22.184,1006.5,77.467,5.2464,25.535,1089.4,549.62,133.72,12.051,71.764
27241,2021,Netherlands,0903XTR,21.005,1003.4,75.51,5.9491,31.165,1100.0,537.17,151.06,13.412,72.297
27242,2022,Luxembourg,0903XTR,6.932,1017.6,61.278,5.3757,33.168,1100.1,527.12,164.92,14.2,-
27243,2022,Slovakia,0903XTR,19.163,1018.8,86.049,3.9005,24.565,1088.4,549.7,132.85,11.978,-
27244,2022,Poland,0903XTR,11.159,1009.2,100.14,4.4811,24.005,1085.2,550.04,133.74,11.911,71.851
27245,2018,Sweden,0903XTR,24.554,1006.1,41.327,4.2972,31.059,1099.9,541.35,153.03,13.469,54.829
27246,2021,Spain,0903XTR,24.791,1014.1,60.104,3.4611,19.961,1058.0,550.0,109.68,10.625,59.349
27247,2018,Luxembourg,0903XTR,25.242,1007.9,82.326,4.4189,29.938,1099.9,545.76,146.79,13.18,53.203
27248,2022,Italy,0903XTR,12.468,1019.0,73.426,5.0352,31.995,1100.0,530.08,159.53,13.908,66.396
27249,2018,Greece,0903XTR,25.878,1015.2,75.29,4.2527,29.307,1099.4,546.56,145.89,13.078,-
27250,2019,Belgium,0903XTR,21.362,1011.3,57.59,3.8253,25.71,1083.5,549.96,134.72,12.108,-
27251,2018,Italy,0903XTR,25.864,1013.6,45.256,4.1419,30.062,1100.1,544.99,149.34,13.252,54.184
27252,2021,Greece,0903XTR,10.449,1029.1,77.694,5.402,30.031,1100.3,537.95,154.34,13.417,-
27253,2021,Estonia,0903XTR,24.879,1009.8,68.376,4.372,25.785,1092.1,550.35,133.79,12.29,66.222
27254,2018,Italy,0903XTR,8.0363,1024.2,76.945,4.4536,32.434,1100.0,533.36,161.66,13.986,49.784
27255,2021,Republic of Cyprus,0903XTR,22.611,1018.1,78.228,3.3596,20.0,1058.8,549.81,110.77,10.696,50.516
27256,2020,Slovenia,0903XTR,14.115,1016.1,88.61,3.7893,29.338,1093.2,538.59,145.96,12.91,-
27257,2018,Ireland,0903XTR,25.972,1009.5,55.893,3.6248,25.905,1085.1,550.09,134.4,12.148,-
27258,2019,Sweden,0903XTR,7.7719,1019.8,85.828,2.564,21.396,1063.7,550.08,122.98,11.251,-
27259,2019,Czech Republic,0903XTR,26.866,1011.1,88.231,4.807,29.345,1099.3,548.53,143.24,12.968,49.525
27260,2022,Republic of Cyprus,0903XTR,15.992,1020.0,90.838,4.8811,31.063,1100.1,532.22,155.82,13.719,62.278
27261,2020,Czech Republic,0903XTR,23.757,1009.1,66.73,4.1623,25.05,1089.0,550.08,132.43,12.09,67.668
27262,2019,Luxembourg,0903XTR,7.4169,1010.9,93.086,3.1704,22.802,1066.1,550.01,127.33,11.392,-
27263,2021,France,0903XTR,20.041,1005.4,92.631,4.2165,24.913,1087.5,549.95,133.44,11.936,-
27264,2019,Poland,0903XTR,17.31,1017.7,82.969,3.7482,20.22,1021.3,528.98,105.3,10.638,-
27265,2018,Denmark,0903XTR,18.248,1011.8,72.994,2.592,18.409,1042.2,549.81,103.95,10.108,59.101
27266,2022,Romania,0903XTR,26.895,1014.6,71.135,3.3287,20.558,1062.2,550.09,111.81,10.87,50.681
27267,2022,Greece,0903XTR,13.25,1018.9,79.806,3.858,24.077,1086.5,550.07,133.72,11.905,76.907
27268,2019,Spain,0903XTR,21.622,1005.6,65.577,3.7957,25.747,1082.7,550.04,134.56,12.012,-
27269,2020,Bulgaria,0903XTR,20.14,1003.0,91.342,3.6584,24.943,1086.6,550.05,132.09,11.856,-
27270,2020,Slovakia,0903XTR,10.854,1019.9,79.556,2.8095,21.44,1065.1,548.17,119.62,11.006,-
27271,2018,Greece,0903XTR,17.483,1007.8,85.299,3.2982,23.287,1072.4,549.93,126.74,11.533,46.103
27272,2018,Hungary,0903XTR,5.5457,1015.8,80.155,2.5489,21.29,1041.2,545.54,110.3,10.424,77.364
27273,2021,France,0903XTR,17.123,1012.7,85.544,3.514,19.439,1055.9,549.86,109.99,10.373,-
27274,2019,Spain,0903XTR,10.041,1015.6,95.68,3.0761,21.507,1057.0,550.16,119.49,10.949,60.812
27275,2019,Denmark,0903XTR,14.747,1008.4,82.614,3.6305,24.973,1079.3,549.93,133.75,11.938,-
27276,2021,Netherlands,0903XTR,17.045,986.25,88.677,6.0455,30.942,1100.1,538.71,153.15,13.296,70.655
27277,2020,Spain,0903XTR,7.9523,1002.9,84.84,2.5169,19.251,1041.1,540.76,109.43,10.367,100.85
27278,2019,Lithuania,0903XTR,7.208,1016.4,94.632,3.4381,24.552,1076.4,549.65,134.84,11.864,-
27279,2021,Ireland,0903XTR,22.922,1008.5,90.706,3.6695,21.777,1065.4,548.55,116.68,11.055,-
27280,2019,Sweden,0903XTR,9.1267,1016.8,77.885,2.6619,21.727,1064.7,550.0,123.37,11.249,-
27281,2020,Denmark,0903XTR,29.248,1009.7,57.933,4.5097,26.354,1095.2,550.28,134.29,12.395,-
27282,2021,Greece,0903XTR,18.773,1013.1,88.153,5.1683,24.95,1088.2,550.4,133.36,12.034,66.242
27283,2022,Romania,0903XTR,28.13,1015.3,47.917,3.3132,20.607,1062.7,550.06,111.78,10.636,56.383
27284,2021,Latvia,0903XTR,16.972,1002.4,90.788,4.2145,19.684,1055.8,550.03,110.88,10.457,-
27285,2020,Lithuania,0903XTR,24.14,1014.3,93.996,3.9822,20.461,1060.3,549.97,110.5,10.642,-
27286,2018,Estonia,0903XTR,26.61,1009.4,76.808,4.4032,29.578,1099.8,546.48,145.92,13.12,55.724
27287,2019,Italy,0903XTR,12.325,1018.9,81.657,3.8464,34.438,1099.9,538.8,155.5,13.598,59.625
27288,2021,Spain,0903XTR,9.1004,1003.0,96.006,4.2451,23.966,1084.7,549.98,134.7,11.943,-
27289,2018,Romania,0903XTR,15.9,1024.3,68.482,3.2842,23.709,1076.7,550.25,129.69,11.692,-
27290,2020,Slovenia,0903XTR,22.571,1020.1,82.987,3.3381,25.77,1091.5,550.17,134.48,12.177,91.923
27291,2018,Bulgaria,0903XTR,24.427,1015.6,63.596,3.1836,20.528,1055.6,550.4,112.47,10.789,-
27292,2020,Poland,0903XTR,18.683,1018.8,81.572,2.6582,19.235,1054.3,550.02,107.86,10.439,63.943
27293,2022,Portugal,0903XTR,16.654,1020.2,64.757,4.5755,24.287,1086.6,549.76,132.6,11.81,73.955
27294,2019,Slovenia,0903XTR,29.064,1008.9,69.018,4.4954,25.748,1082.1,550.24,129.29,11.982,52.643
27295,2019,Poland,0903XTR,16.076,1009.5,82.556,3.5054,25.658,1078.0,550.13,133.7,11.941,62.515
27296,2021,Poland,0903XTR,23.629,1006.6,70.159,5.0692,25.36,1089.3,550.45,132.92,12.119,70.29
27297,2022,Poland,0903XTR,9.0553,1015.1,58.705,5.2942,32.575,1100.3,529.08,162.25,14.079,70.105
27298,2021,Portugal,0903XTR,5.3596,1026.7,85.03,2.7211,23.085,1082.3,550.03,133.15,11.767,-
27299,2019,Romania,0903XTR,19.777,1010.8,99.166,4.5895,25.814,1084.3,549.83,134.24,12.085,-
27300,2018,Hungary,0903XTR,17.945,1019.4,56.301,3.5923,32.088,1088.0,549.81,137.56,12.337,-
27301,2021,Republic of Cyprus,0903XTR,21.295,1009.9,100.06,4.5054,25.57,1090.8,550.14,133.85,12.234,-
27302,2018,Italy,0903XTR,11.213,1021.8,48.992,3.2736,28.204,1077.1,550.1,131.03,11.843,-
27303,2019,Spain,0903XTR,22.749,1007.7,87.671,3.7941,24.542,1075.1,550.13,127.21,11.687,48.829
27304,2020,Slovenia,0903XTR,27.544,1013.4,51.692,4.2523,26.27,1095.2,550.32,135.34,12.392,68.767
27305,2020,Bulgaria,0903XTR,7.3044,1020.6,86.279,2.681,21.184,1062.3,545.68,120.07,11.051,-
27306,2022,Slovenia,0903XTR,9.2525,1005.7,87.482,4.0582,23.874,1085.0,550.13,134.67,11.806,81.518
27307,2021,Czech Republic,0903XTR,9.8045,1026.9,81.969,4.0169,20.079,1035.5,533.55,110.62,10.598,-
27308,2021,Sweden,0903XTR,23.746,1012.1,55.975,5.9712,31.235,1100.1,536.7,152.75,13.511,-
27309,2022,Croatia,0903XTR,24.901,1013.9,81.157,3.9108,25.675,1091.9,550.41,133.76,12.031,-
27310,2018,Latvia,0903XTR,28.253,1017.4,48.297,3.0328,20.061,1052.0,549.91,108.64,10.5,-
27311,2018,Italy,0903XTR,25.628,1016.3,55.236,4.7289,30.656,1100.0,541.74,150.76,13.408,53.176
27312,2021,Austria,0903XTR,16.105,1014.5,87.675,4.0905,19.334,1055.3,550.03,110.43,10.357,70.835
27313,2021,Sweden,0903XTR,16.466,1017.7,92.233,2.8383,24.402,1087.1,550.17,133.5,12.016,-
27314,2022,Italy,0903XTR,8.5669,1016.1,92.252,3.8557,23.978,1085.3,549.59,133.67,11.739,79.5
27315,2018,Netherlands,0903XTR,17.356,1019.4,52.293,3.3508,24.16,1079.2,550.41,131.11,11.938,55.273
27316,2019,Malta,0903XTR,12.377,1004.1,87.567,2.2883,19.72,1044.3,550.33,108.24,10.122,-
27317,2019,Slovenia,0903XTR,18.957,1002.6,72.109,3.8919,25.309,1081.2,550.05,134.47,12.046,67.685
27318,2018,Poland,0903XTR,19.109,1011.8,59.565,3.6084,26.923,1091.6,549.7,140.38,12.485,62.246
27319,2019,Latvia,0903XTR,19.303,1007.9,99.243,4.2931,26.797,1088.2,549.65,138.93,12.376,-
27320,2018,Latvia,0903XTR,20.494,1014.6,68.787,4.2849,30.701,1100.2,542.08,152.04,13.447,48.545
27321,2018,Lithuania,0903XTR,10.859,1022.9,81.598,3.2154,23.362,1074.8,550.27,130.1,11.726,-
27322,2021,Republic of Cyprus,0903XTR,8.3643,1024.5,88.012,5.8299,33.158,1099.7,528.26,162.48,13.956,-
27323,2018,Netherlands,0903XTR,13.749,1008.4,64.892,4.0615,32.788,1100.0,538.88,156.0,13.626,-
27324,2021,Austria,0903XTR,10.321,1029.1,84.519,5.7759,33.104,1100.2,528.33,160.99,14.082,71.891
27325,2019,Estonia,0903XTR,27.069,1010.9,68.819,5.2855,30.227,1099.9,545.69,146.78,13.136,-
27326,2019,Slovakia,0903XTR,12.037,1007.7,95.59,3.726,24.904,1076.3,550.09,133.54,11.891,-
27327,2020,Slovenia,0903XTR,18.756,1023.3,66.974,3.3724,24.625,1087.5,549.89,132.36,11.907,66.283
27328,2020,Denmark,0903XTR,28.843,1009.2,74.003,6.2235,30.249,1100.0,540.48,146.48,13.192,72.703
27329,2022,Czech Republic,0903XTR,11.515,1024.3,71.497,3.3853,19.825,1060.1,549.52,115.0,10.597,-
27330,2018,Malta,0903XTR,6.3794,1013.3,83.94,2.6892,19.033,1045.9,549.09,109.93,10.333,77.506
27331,2021,France,0903XTR,16.908,1021.2,78.895,4.3458,24.833,1088.8,550.01,133.5,11.962,67.304
27332,2022,Austria,0903XTR,22.061,1010.8,87.049,3.7063,25.039,1089.5,550.15,133.83,12.123,59.615
27333,2022,Italy,0903XTR,12.086,1029.3,74.596,3.8402,23.973,1087.2,550.04,134.26,11.909,77.272
27334,2021,Romania,0903XTR,8.3027,1017.4,88.082,2.8523,23.94,1084.6,549.84,134.07,11.795,-
27335,2018,Italy,0903XTR,9.6471,1016.9,75.94,3.0521,23.588,1075.0,550.04,130.95,11.656,73.041
27336,2018,Malta,0903XTR,13.801,1007.0,87.7,3.3945,23.887,1075.9,549.63,130.4,11.676,-
27337,2018,Hungary,0903XTR,32.62,1008.6,43.483,3.8706,25.853,1084.0,549.64,130.88,12.0,60.175
27338,2019,Netherlands,0903XTR,14.569,1015.3,89.803,3.5986,25.305,1079.0,549.93,134.38,12.026,-
27339,2021,Slovakia,0903XTR,8.8856,1016.2,82.974,4.0503,23.869,1085.9,550.17,134.69,11.864,-
27340,2022,Austria,0903XTR,3.6312,1018.3,80.596,3.847,23.436,1084.9,550.01,135.71,11.928,82.232
27341,2020,Spain,0903XTR,11.783,1016.9,78.719,4.272,32.116,1099.8,532.39,156.91,13.799,72.961
27342,2018,Slovenia,0903XTR,8.549,1020.0,82.589,2.6683,18.791,1045.7,549.07,109.49,10.245,68.75
27343,2021,Bulgaria,0903XTR,22.26,1011.0,84.496,3.8328,22.88,1074.3,549.7,122.3,11.279,-
27344,2022,Greece,0903XTR,17.676,1021.3,85.233,4.7647,30.803,1099.9,534.93,151.89,13.556,64.129
27345,2018,Luxembourg,0903XTR,12.795,1023.2,36.899,4.3875,32.134,1100.0,535.1,158.12,13.953,-
27346,2018,Sweden,0903XTR,13.015,1007.2,83.784,4.5645,34.59,1099.3,529.76,161.14,14.127,-
27347,2021,Malta,0903XTR,6.3223,1013.9,100.18,5.0599,24.174,1086.3,550.04,134.27,11.94,-
27348,2020,Portugal,0903XTR,10.967,1013.3,91.135,3.2937,24.484,1087.2,550.28,135.11,11.871,80.64
27349,2019,Luxembourg,0903XTR,15.846,1012.5,70.069,3.766,25.576,1089.7,549.87,135.01,12.069,63.597
27350,2020,Slovakia,0903XTR,16.796,1021.2,79.458,4.0602,32.014,1100.0,533.33,155.3,13.685,-
27351,2018,Hungary,0903XTR,18.398,1012.6,89.632,3.2606,20.436,1055.7,549.95,114.16,10.751,-
27352,2020,Republic of Cyprus,0903XTR,14.49,1003.6,80.061,4.1656,31.829,1099.9,533.38,157.05,13.651,-
27353,2020,Croatia,0903XTR,12.475,1022.4,98.136,3.7061,29.593,1094.6,538.45,147.67,13.033,65.76
27354,2020,Czech Republic,0903XTR,13.637,1018.9,89.299,3.2321,24.483,1085.7,550.1,132.73,11.871,-
27355,2020,Republic of Cyprus,0903XTR,8.8183,1015.8,92.161,3.0105,23.929,1084.1,549.99,133.83,11.857,77.613
27356,2020,Slovenia,0903XTR,31.585,1009.7,49.808,6.0582,29.649,1100.0,542.3,146.27,13.054,69.614
27357,2019,Latvia,0903XTR,16.066,1023.9,88.711,3.5586,19.388,1025.7,534.98,102.77,10.337,68.268
27358,2022,Malta,0903XTR,29.196,1009.9,55.367,4.4329,30.097,1099.8,539.67,148.64,13.275,58.699
27359,2022,Estonia,0903XTR,4.1467,1007.6,95.693,5.0271,33.492,1099.8,525.4,167.9,14.202,-
27360,2022,Lithuania,0903XTR,20.39,1014.4,89.219,3.1469,19.775,1058.7,550.1,111.74,10.596,-
27361,2020,Netherlands,0903XTR,16.293,1009.8,67.503,4.0177,31.255,1099.9,534.79,154.9,13.539,-
27362,2018,Netherlands,0903XTR,23.579,1017.0,58.641,3.7532,26.599,1090.9,549.91,138.58,12.443,54.543
27363,2018,Italy,0903XTR,17.864,1009.6,75.826,2.6907,19.224,1047.0,550.41,108.51,10.361,55.739
27364,2020,Croatia,0903XTR,23.685,1011.3,88.204,4.0904,19.822,1056.9,549.94,108.89,10.532,-
27365,2021,Slovakia,0903XTR,18.179,1013.1,94.659,3.581,19.377,1055.3,550.04,109.72,10.422,-
27366,2019,Czech Republic,0903XTR,18.446,1004.1,99.562,4.891,31.229,1099.8,541.7,152.83,13.386,-
27367,2019,Republic of Cyprus,0903XTR,12.774,1020.5,87.98,4.3253,33.136,1100.2,537.11,159.66,13.821,-
27368,2018,Croatia,0903XTR,26.408,1016.5,48.968,3.8323,26.713,1091.3,550.33,137.23,12.514,57.163
27369,2022,Netherlands,0903XTR,12.915,1017.8,92.639,3.3321,19.47,1056.3,547.9,113.81,10.592,-
27370,2022,Lithuania,0903XTR,25.595,1009.6,78.403,3.9765,25.684,1091.2,550.01,133.1,12.073,57.666
27371,2021,Republic of Cyprus,0903XTR,5.6687,1008.0,92.791,4.0675,20.133,1040.3,537.65,112.71,10.55,84.332
27372,2019,Belgium,0903XTR,23.1,1009.0,92.527,3.5609,20.159,1051.1,550.14,109.15,10.551,-
27373,2018,Sweden,0903XTR,11.91,1019.3,81.214,2.8621,20.434,1057.4,549.94,116.83,10.767,62.815
27374,2021,Malta,0903XTR,25.583,1006.8,85.758,4.248,25.51,1090.0,549.99,132.49,12.094,61.997
27375,2020,Sweden,0903XTR,31.852,1010.4,49.473,5.3032,27.146,1098.3,550.1,135.02,12.442,69.246
27376,2019,Germany,0903XTR,32.027,1003.9,42.765,4.1153,25.722,1080.6,550.05,127.52,11.851,46.498
27377,2019,Slovenia,0903XTR,17.274,1017.9,93.068,3.137,19.789,1048.9,549.74,108.81,10.423,55.15
27378,2020,Germany,0903XTR,15.149,1027.2,89.018,2.4435,19.257,1054.4,549.72,108.96,10.477,72.788
27379,2021,Malta,0903XTR,3.8517,1014.5,90.66,3.922,19.678,1051.2,545.61,112.72,10.53,-
27380,2022,Hungary,0903XTR,26.815,1011.2,62.702,4.0818,25.864,1092.9,550.38,134.18,12.339,63.099
27381,2022,Lithuania,0903XTR,28.802,1003.5,75.015,4.4099,29.423,1100.2,542.54,145.24,13.091,-
27382,2020,Bulgaria,0903XTR,17.654,1015.8,79.642,4.1964,32.97,1099.9,531.34,155.08,13.806,76.024
27383,2022,Spain,0903XTR,22.273,1011.5,86.551,3.9764,25.464,1090.8,550.02,134.1,12.135,60.37
27384,2022,Finland,0903XTR,25.236,1016.1,73.652,3.7028,23.483,1080.1,549.98,124.27,11.672,-
27385,2019,Latvia,0903XTR,16.542,1018.1,79.388,3.6859,24.909,1081.0,550.05,133.76,11.967,-
27386,2019,Luxembourg,0903XTR,21.776,1015.0,84.533,4.7382,30.903,1099.0,542.45,151.0,13.324,54.12
27387,2020,Netherlands,0903XTR,15.273,1019.5,79.444,4.0575,32.148,1100.1,533.22,155.18,13.743,-
27388,2020,Hungary,0903XTR,24.155,1018.7,65.698,3.6933,25.932,1093.4,549.9,134.47,12.312,-
27389,2018,Slovenia,0903XTR,9.716,1009.5,70.263,2.886,24.746,1064.6,549.71,123.08,11.222,-
27390,2018,Finland,0903XTR,15.06,1019.9,87.784,4.1097,28.96,1091.2,541.13,145.51,13.021,-
27391,2020,Sweden,0903XTR,16.364,1016.6,80.064,3.9748,31.38,1099.8,536.39,152.41,13.497,-
27392,2019,France,0903XTR,15.214,1015.9,83.654,3.9147,34.121,1099.9,528.81,160.36,14.284,50.042
27393,2019,Portugal,0903XTR,25.311,1000.8,89.795,4.0347,25.382,1078.3,550.08,128.52,11.759,41.323
27394,2022,Bulgaria,0903XTR,25.673,1012.5,78.675,4.0123,26.092,1094.2,549.69,134.76,12.336,-
27395,2018,Croatia,0903XTR,14.408,1018.7,70.144,3.4048,29.546,1085.3,550.38,137.51,12.106,-
27396,2022,Austria,0903XTR,20.279,1009.8,88.903,3.1062,19.943,1058.6,550.07,111.78,10.594,-
27397,2022,Estonia,0903XTR,12.009,1018.9,87.649,3.8459,23.66,1085.7,549.98,133.68,11.82,-
27398,2019,Spain,0903XTR,15.996,1006.8,100.01,4.1262,22.344,1065.0,550.38,121.48,11.235,-
27399,2019,Ireland,0903XTR,9.1352,1017.5,87.648,2.7555,21.615,1063.6,550.04,122.76,11.178,72.939
27400,2020,France,0903XTR,14.184,1017.5,92.529,4.2067,33.02,1099.9,530.57,157.68,13.859,-
27401,2022,Belgium,0903XTR,23.565,1014.8,81.469,3.1704,20.128,1060.4,550.04,111.88,10.671,53.059
27402,2018,Portugal,0903XTR,12.595,1016.8,73.945,3.534,27.074,1080.4,544.25,137.93,12.306,-
27403,2021,Ireland,0903XTR,20.216,1009.5,88.902,3.4784,19.605,1056.3,550.06,109.81,10.444,55.303
27404,2021,Denmark,0903XTR,31.639,1011.7,50.669,4.2262,26.259,1094.0,549.67,132.73,12.231,-
27405,2022,Luxembourg,0903XTR,26.997,1012.4,58.974,4.5185,30.835,1099.9,536.53,151.28,13.394,56.21
27406,2019,Luxembourg,0903XTR,12.601,1013.9,66.934,2.9118,24.871,1082.6,549.92,136.33,11.97,64.936
27407,2022,Malta,0903XTR,25.158,1015.0,63.996,4.3022,29.796,1100.1,539.69,150.29,13.323,58.563
27408,2019,Finland,0903XTR,12.59,1007.6,97.627,3.4393,24.021,1069.8,550.24,128.28,11.599,59.354
27409,2018,Slovakia,0903XTR,1.6819,1023.8,72.441,2.9058,23.463,1077.9,550.12,134.86,11.742,-
27410,2020,Republic of Cyprus,0903XTR,14.652,1015.1,88.687,3.243,24.874,1087.5,550.1,134.16,12.019,-
27411,2020,Bulgaria,0903XTR,17.172,1016.6,86.515,3.222,25.153,1087.3,549.65,133.05,12.028,-
27412,2019,Lithuania,0903XTR,15.379,1020.3,83.784,4.6657,32.262,1099.9,536.43,157.49,13.736,61.085
27413,2021,Latvia,0903XTR,5.6397,1020.1,88.235,4.2061,23.862,1085.4,549.88,133.33,11.901,-
27414,2021,Slovenia,0903XTR,7.9094,1025.9,88.785,4.0882,19.981,1033.9,532.25,110.72,10.633,100.96
27415,2020,Latvia,0903XTR,13.387,1008.3,63.706,4.2721,31.782,1099.9,534.29,155.35,13.609,-
27416,2022,Latvia,0903XTR,3.3475,1021.5,81.738,3.8337,23.182,1083.2,550.07,132.7,11.746,-
27417,2020,Malta,0903XTR,28.283,1010.0,60.077,3.5798,20.187,1058.8,549.97,108.79,10.532,50.329
27418,2020,Poland,0903XTR,21.624,1007.4,60.421,3.4883,25.479,1089.9,550.01,133.64,12.061,75.038
27419,2021,Germany,0903XTR,22.82,1014.6,77.365,4.3332,25.799,1092.2,550.21,134.54,12.035,67.532
27420,2022,Belgium,0903XTR,4.695,1021.6,79.01,3.9221,23.621,1085.8,550.0,134.38,11.933,-
27421,2022,Greece,0903XTR,13.249,1016.6,85.844,2.8945,19.143,1056.7,549.82,112.38,10.539,-
